"authorDisplayName","authorProfileImageUrl","authorChannelUrl","authorChannelId.value","videoId","textDisplay","textOriginal","canRate","viewerRating","likeCount","publishedAt","updatedAt","id","parentId","moderationStatus"
"heavydirtysauce xx","https://yt3.ggpht.com/-nDejC7gwPCQ/AAAAAAAAAAI/AAAAAAAAAAA/EL2OPjNA73Q/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCNBJNorMqyowJ7xdi7l4new","UCNBJNorMqyowJ7xdi7l4new","jf0ZtZ8CVkk","It is, and it&#39;s not that special too","It is, and it's not that special too","TRUE","none","2","2019-03-09T12:04:09.000Z","2019-03-09T12:04:09.000Z","Ugyy66WIxWuoBt28Hsx4AaABAg.8sE6syIFnLD8sFrxeoQqoj","Ugyy66WIxWuoBt28Hsx4AaABAg",NA
"SKANDERBEG","https://yt3.ggpht.com/-OyheeTiYzzo/AAAAAAAAAAI/AAAAAAAAAAA/svTwBhiRf_I/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCsV3tTxFvyn-0R7RGM35gzQ","UCsV3tTxFvyn-0R7RGM35gzQ","jf0ZtZ8CVkk","You being sarcastic right?","You being sarcastic right?","TRUE","none","1","2019-03-10T10:02:08.000Z","2019-03-10T10:02:08.000Z","UgyhrZtcsgEZaP-7nEV4AaABAg.8sE6-AHSoYH8sIDmoI18KT","UgyhrZtcsgEZaP-7nEV4AaABAg",NA
"Lena Se","https://yt3.ggpht.com/-i-cgf7aR5EM/AAAAAAAAAAI/AAAAAAAAAAA/u6tokGb9G7M/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC5ILwT1VeS0ENdfUVBdQhyQ","UC5ILwT1VeS0ENdfUVBdQhyQ","jf0ZtZ8CVkk","Actually it was the other way around.","Actually it was the other way around.","TRUE","none","6","2019-03-08T19:54:39.000Z","2019-03-08T19:54:39.000Z","UgyhrZtcsgEZaP-7nEV4AaABAg.8sE6-AHSoYH8sE8-nzk0vz","UgyhrZtcsgEZaP-7nEV4AaABAg",NA
"ARBAZ QURESHI","https://yt3.ggpht.com/-T63yjQbuwD8/AAAAAAAAAAI/AAAAAAAAAAA/OnTf8FMbeso/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCR__LFuOB5gF1Vk0dFkfjxw","UCR__LFuOB5gF1Vk0dFkfjxw","jf0ZtZ8CVkk","Hahahahaha","Hahahahaha","TRUE","none","0","2019-03-12T19:25:56.000Z","2019-03-12T19:25:56.000Z","UgxP_pHC_nL1mXjgjwd4AaABAg.8sE3zZQ-S2g8sONu0pY9Q1","UgxP_pHC_nL1mXjgjwd4AaABAg",NA
"big word","https://yt3.ggpht.com/-TScGNgDC60k/AAAAAAAAAAI/AAAAAAAAAAA/qlTGrqKJfHE/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCmJe2-A2PmIYwpbMJTbexPQ","UCmJe2-A2PmIYwpbMJTbexPQ","jf0ZtZ8CVkk","+Foussiremix oh shit u right","+Foussiremix oh shit u right","TRUE","none","0","2019-03-10T19:54:26.000Z","2019-03-10T19:54:26.000Z","UgxP_pHC_nL1mXjgjwd4AaABAg.8sE3zZQ-S2g8sJHZx5xeTh","UgxP_pHC_nL1mXjgjwd4AaABAg",NA
"Isa Abdur-Rahman","https://yt3.ggpht.com/-ug-qjwMHk4o/AAAAAAAAAAI/AAAAAAAAAAA/xHOJiD1hdz8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCsaaAmdwCQomkptx7NXXaWw","UCsaaAmdwCQomkptx7NXXaWw","jf0ZtZ8CVkk","Foussiremix  oh yeah yeah","Foussiremix  oh yeah yeah","TRUE","none","0","2019-03-10T06:54:03.000Z","2019-03-10T06:54:03.000Z","UgxP_pHC_nL1mXjgjwd4AaABAg.8sE3zZQ-S2g8sHtGKWVIYv","UgxP_pHC_nL1mXjgjwd4AaABAg",NA
"Foussiremix","https://yt3.ggpht.com/-MI9NGZR7lNY/AAAAAAAAAAI/AAAAAAAAAAA/SUh44I6rukc/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCyLcEHGe92GNz-HyyJLo7cw","UCyLcEHGe92GNz-HyyJLo7cw","jf0ZtZ8CVkk","I don&#39;t think they speak broke.","I don't think they speak broke.","TRUE","none","3","2019-03-10T01:56:53.000Z","2019-03-10T01:56:53.000Z","UgxP_pHC_nL1mXjgjwd4AaABAg.8sE3zZQ-S2g8sHMFnCTu1k","UgxP_pHC_nL1mXjgjwd4AaABAg",NA
"Gen Wolf","https://yt3.ggpht.com/-OaA50e7Cb8I/AAAAAAAAAAI/AAAAAAAAAAA/Kf-xTAlgXaw/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCk2kK75ofsztYzXrnwIDwYA","UCk2kK75ofsztYzXrnwIDwYA","jf0ZtZ8CVkk","SKANDERBEG yea...","SKANDERBEG yea...","TRUE","none","0","2019-03-10T17:00:07.000Z","2019-03-10T17:00:07.000Z","UgyTvxkNQjm04SH_B1h4AaABAg.8sE-0ZRBMMS8sIycJQ4RCL","UgyTvxkNQjm04SH_B1h4AaABAg",NA
"SKANDERBEG","https://yt3.ggpht.com/-OyheeTiYzzo/AAAAAAAAAAI/AAAAAAAAAAA/svTwBhiRf_I/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCsV3tTxFvyn-0R7RGM35gzQ","UCsV3tTxFvyn-0R7RGM35gzQ","jf0ZtZ8CVkk","Gen Wolf lmao u joking right?","Gen Wolf lmao u joking right?","TRUE","none","0","2019-03-10T09:57:29.000Z","2019-03-10T09:57:29.000Z","UgyTvxkNQjm04SH_B1h4AaABAg.8sE-0ZRBMMS8sIDFqcAGld","UgyTvxkNQjm04SH_B1h4AaABAg",NA
"peoplebrotherhood","https://yt3.ggpht.com/-J7xJX3XIQqE/AAAAAAAAAAI/AAAAAAAAAAA/4IaUZbGHLfU/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCp2MGJZN9MGk-QaS5nDi4XA","UCp2MGJZN9MGk-QaS5nDi4XA","jf0ZtZ8CVkk","city center... pedestrian area","city center... pedestrian area","TRUE","none","0","2019-03-10T00:00:40.000Z","2019-03-10T00:00:40.000Z","UgyTvxkNQjm04SH_B1h4AaABAg.8sE-0ZRBMMS8sH8xZMqqQS","UgyTvxkNQjm04SH_B1h4AaABAg",NA
"Argon Eygovsson","https://yt3.ggpht.com/-OxnwQ5l8CEA/AAAAAAAAAAI/AAAAAAAAAAA/D6Z463_BVUU/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCojVSEVwHyKon1EEbZryO0Q","UCojVSEVwHyKon1EEbZryO0Q","jf0ZtZ8CVkk","nope...","nope...","TRUE","none","0","2019-03-08T20:07:44.000Z","2019-03-08T20:07:44.000Z","UgyTvxkNQjm04SH_B1h4AaABAg.8sE-0ZRBMMS8sE9VhCs37i","UgyTvxkNQjm04SH_B1h4AaABAg",NA
"Artistic Slimes","https://yt3.ggpht.com/-z6di9ryr1Hk/AAAAAAAAAAI/AAAAAAAAAAA/4su-TVQi0bw/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCTRNPcT3E6w7rtgdrnCCJVg","UCTRNPcT3E6w7rtgdrnCCJVg","jf0ZtZ8CVkk","Vanesa Palace I don’t drink coffee it tastes terrible also I’m not allowed to drink it","Vanesa Palace I don’t drink coffee it tastes terrible also I’m not allowed to drink it","TRUE","none","0","2019-03-09T09:30:14.000Z","2019-03-09T09:30:14.000Z","UgwcyrSdJYOL89RKOj94AaABAg.8sDzqSqHN6y8sFaLHvI5su","UgwcyrSdJYOL89RKOj94AaABAg",NA
"Vanesa Palace","https://yt3.ggpht.com/-4h2Yu1cOu-w/AAAAAAAAAAI/AAAAAAAAAAA/eBp9nC-hFBg/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UClUrAOeCDRBI8cV705D-bsg","UClUrAOeCDRBI8cV705D-bsg","jf0ZtZ8CVkk","n so?   <br />they are also many other places to drink coffee","n so?   
they are also many other places to drink coffee","TRUE","none","0","2019-03-09T09:25:13.000Z","2019-03-09T09:25:13.000Z","UgwcyrSdJYOL89RKOj94AaABAg.8sDzqSqHN6y8sF_laWyEHK","UgwcyrSdJYOL89RKOj94AaABAg",NA
"Carly Crays","https://yt3.ggpht.com/-CAFbu9wRgUE/AAAAAAAAAAI/AAAAAAAAAAA/ddNqjxZpJWY/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCpDR_fW_bvZCcslzqLfqraQ","UCpDR_fW_bvZCcslzqLfqraQ","jf0ZtZ8CVkk","Shhh, they can hear you.","Shhh, they can hear you.","TRUE","none","0","2019-03-08T23:40:04.000Z","2019-03-08T23:40:04.000Z","UgwcyrSdJYOL89RKOj94AaABAg.8sDzqSqHN6y8sEXnoVmPq3","UgwcyrSdJYOL89RKOj94AaABAg",NA
"Mellivora Capensis","https://yt3.ggpht.com/-n2ft1gnTJmM/AAAAAAAAAAI/AAAAAAAAAAA/4EVyz6nOljs/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCO3vyl4fnZrPu3HIT17fQIA","UCO3vyl4fnZrPu3HIT17fQIA","jf0ZtZ8CVkk","+House Stark Popularity doesn&#39;t necessarily mean quality. The fact that there are millions of sheep in the world doesn&#39;t make sheep less sheep like.","+House Stark Popularity doesn't necessarily mean quality. The fact that there are millions of sheep in the world doesn't make sheep less sheep like.","TRUE","none","0","2019-03-13T10:14:07.000Z","2019-03-13T10:14:07.000Z","UgxjR1EKEtpMf2AqhRV4AaABAg.8sDzKJwMcOa8sPyYG71yo_","UgxjR1EKEtpMf2AqhRV4AaABAg",NA
"Raffaele Irlanda","https://yt3.ggpht.com/-bL2YKyqsyvY/AAAAAAAAAAI/AAAAAAAAAAA/yb7R9YJNHZI/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCph9pCrHxDeT9NSzDdu8ieg","UCph9pCrHxDeT9NSzDdu8ieg","jf0ZtZ8CVkk","House Stark Are you insane? Italian coffee makers are leader for home consuming and Espresso Bar industrial machines...<br />Nestlè Swiss brand is leader for decaffeined coffee and it is raising its presence in home espresso coffee machines.<br />Vietnamese coffee is the higher production consumed worldwide as it is cheaper, followed by Indonesia and Ghana that are a bit less cheaper, and Brasilian and Peruvian ones are the highest in quality and costs.<br />Starbucks is just a takeaway coffee company and even if diffused worldwide you may be surprised how little is its tonnage of consumed coffee worldwide compared to Nescafè decaffeined from Nestlè.","House Stark Are you insane? Italian coffee makers are leader for home consuming and Espresso Bar industrial machines...
Nestlè Swiss brand is leader for decaffeined coffee and it is raising its presence in home espresso coffee machines.
Vietnamese coffee is the higher production consumed worldwide as it is cheaper, followed by Indonesia and Ghana that are a bit less cheaper, and Brasilian and Peruvian ones are the highest in quality and costs.
Starbucks is just a takeaway coffee company and even if diffused worldwide you may be surprised how little is its tonnage of consumed coffee worldwide compared to Nescafè decaffeined from Nestlè.","TRUE","none","1","2019-03-13T08:47:38.000Z","2019-03-13T08:47:38.000Z","UgxjR1EKEtpMf2AqhRV4AaABAg.8sDzKJwMcOa8sPodoSQ48Z","UgxjR1EKEtpMf2AqhRV4AaABAg",NA
"House Stark","https://yt3.ggpht.com/-JMke8IC2dSc/AAAAAAAAAAI/AAAAAAAAAAA/kOVYNotCc9c/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCsKij2hbmGZBbbsCfcu6ZJg","UCsKij2hbmGZBbbsCfcu6ZJg","jf0ZtZ8CVkk","+Mellivora Capensis You are so triggered you can&#39;t fathom the reality of the world.   Here&#39;s a fact; Starbucks didn&#39;t become the largest coffee company in the world selling a product people didn&#39;t want.  If Italians made a good coffee, they would be number one.  But they are unable to so it looks like Starbucks is king.","+Mellivora Capensis You are so triggered you can't fathom the reality of the world.   Here's a fact; Starbucks didn't become the largest coffee company in the world selling a product people didn't want.  If Italians made a good coffee, they would be number one.  But they are unable to so it looks like Starbucks is king.","TRUE","none","0","2019-03-12T22:28:09.000Z","2019-03-12T22:28:09.000Z","UgxjR1EKEtpMf2AqhRV4AaABAg.8sDzKJwMcOa8sOhk_Ql4nc","UgxjR1EKEtpMf2AqhRV4AaABAg",NA
"Mellivora Capensis","https://yt3.ggpht.com/-n2ft1gnTJmM/AAAAAAAAAAI/AAAAAAAAAAA/4EVyz6nOljs/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCO3vyl4fnZrPu3HIT17fQIA","UCO3vyl4fnZrPu3HIT17fQIA","jf0ZtZ8CVkk","+House Stark Ooh! We have ourselves a bitterly triggered Starfucks fanboy here. Sorry. Anyway it&#39;s not about freshness, it&#39;s about the Starfucks signature crap taste.","+House Stark Ooh! We have ourselves a bitterly triggered Starfucks fanboy here. Sorry. Anyway it's not about freshness, it's about the Starfucks signature crap taste.","TRUE","none","0","2019-03-10T13:44:16.000Z","2019-03-10T13:44:16.000Z","UgxjR1EKEtpMf2AqhRV4AaABAg.8sDzKJwMcOa8sIcCrG-5-R","UgxjR1EKEtpMf2AqhRV4AaABAg",NA
"Raditram","https://yt3.ggpht.com/-54JkgUzBWGc/AAAAAAAAAAI/AAAAAAAAAAA/xi-ur18JdlI/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCXqe07VEUx_PD-QGv-Goiuw","UCXqe07VEUx_PD-QGv-Goiuw","jf0ZtZ8CVkk","SpadoKln well &quot;the brand&quot; just ensure people they&#39;re getting the quality that that they&#39;re expecting, consistency, and also price. McDonald&#39;s are really cheap in the US, that&#39;s why obesity is a problem.","SpadoKln well \"the brand\" just ensure people they're getting the quality that that they're expecting, consistency, and also price. McDonald's are really cheap in the US, that's why obesity is a problem.","TRUE","none","0","2019-03-10T11:08:32.000Z","2019-03-10T11:08:32.000Z","UgxjR1EKEtpMf2AqhRV4AaABAg.8sDzKJwMcOa8sILO9NlSag","UgxjR1EKEtpMf2AqhRV4AaABAg",NA
"Mazin Zaidi","https://yt3.ggpht.com/-GnzZfopWWIo/AAAAAAAAAAI/AAAAAAAAAAA/cj95D2xPNiQ/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCkqp1fdaxfYcovhm99Zx2bA","UCkqp1fdaxfYcovhm99Zx2bA","jf0ZtZ8CVkk","No lol the one in China is a museum, this is like an alt gallery not much description doh because Italians know their shit","No lol the one in China is a museum, this is like an alt gallery not much description doh because Italians know their shit","TRUE","none","0","2019-03-09T03:52:31.000Z","2019-03-09T03:52:31.000Z","Ugyuv8xnhsxuu10zicJ4AaABAg.8sDyFI8iJko8sEzglcOc-s","Ugyuv8xnhsxuu10zicJ4AaABAg",NA
"FOOD by Lyds","https://yt3.ggpht.com/-aRNLfOZtYCQ/AAAAAAAAAAI/AAAAAAAAAAA/-Qn7YUbaUcY/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCSNTej67itW0-vMSkwg53ew","UCSNTej67itW0-vMSkwg53ew","jf0ZtZ8CVkk","You&#39;re right looks like it.","You're right looks like it.","TRUE","none","0","2019-03-08T19:15:04.000Z","2019-03-08T19:15:04.000Z","Ugyuv8xnhsxuu10zicJ4AaABAg.8sDyFI8iJko8sE3TwneHH_","Ugyuv8xnhsxuu10zicJ4AaABAg",NA
"Mellivora Capensis","https://yt3.ggpht.com/-n2ft1gnTJmM/AAAAAAAAAAI/AAAAAAAAAAA/4EVyz6nOljs/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCO3vyl4fnZrPu3HIT17fQIA","UCO3vyl4fnZrPu3HIT17fQIA","jf0ZtZ8CVkk","Would you like to bone her?","Would you like to bone her?","TRUE","none","1","2019-03-08T18:39:35.000Z","2019-03-08T18:39:35.000Z","UgyRW4KDsVEDNwcflY94AaABAg.8sDy8Vzg9FR8sE-Q25K7jV","UgyRW4KDsVEDNwcflY94AaABAg",NA
"Orkar","https://yt3.ggpht.com/-ifq6aCjeGzE/AAAAAAAAAAI/AAAAAAAAAAA/xukkKZgG8s0/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC96jCnUxG_t0UBxEPiFIcng","UC96jCnUxG_t0UBxEPiFIcng","jf0ZtZ8CVkk","Lucky","Lucky","TRUE","none","1","2019-03-09T15:27:43.000Z","2019-03-09T15:27:43.000Z","UgxnkMm2pP7yokOEbnZ4AaABAg.8sDy7EFSjqj8sGEFfoqO8D","UgxnkMm2pP7yokOEbnZ4AaABAg",NA
"Mellivora Capensis","https://yt3.ggpht.com/-n2ft1gnTJmM/AAAAAAAAAAI/AAAAAAAAAAA/4EVyz6nOljs/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCO3vyl4fnZrPu3HIT17fQIA","UCO3vyl4fnZrPu3HIT17fQIA","jf0ZtZ8CVkk","Believe me, you&#39;re not missing out on anything.","Believe me, you're not missing out on anything.","TRUE","none","1","2019-03-08T18:34:27.000Z","2019-03-08T18:34:27.000Z","UgxnkMm2pP7yokOEbnZ4AaABAg.8sDy7EFSjqj8sDzpU2Xfpm","UgxnkMm2pP7yokOEbnZ4AaABAg",NA
"array s","https://yt3.ggpht.com/-mRZrHb2e2ZA/AAAAAAAAAAI/AAAAAAAAAAA/Nozv38cQTLM/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCOzNCE641et585vIWzGGKDw","UCOzNCE641et585vIWzGGKDw","jf0ZtZ8CVkk","Wouldnt suprise me if this is a sponsored video. <U+0001F609>","Wouldnt suprise me if this is a sponsored video. <U+0001F609>","TRUE","none","1","2019-03-09T23:09:29.000Z","2019-03-09T23:09:29.000Z","Ugz0SAK4o1NAmWxEdeB4AaABAg.8sDwpLOrT6d8sH35iNkNNW","Ugz0SAK4o1NAmWxEdeB4AaABAg",NA
"Jeremiah Meaders","https://yt3.ggpht.com/-6S7sYFUJ-Dc/AAAAAAAAAAI/AAAAAAAAAAA/6_JYDm_KSmo/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCVIt3S5Np6BK-1ADYWQCEYw","UCVIt3S5Np6BK-1ADYWQCEYw","jf0ZtZ8CVkk","That is why I&#39;m in the comments lol","That is why I'm in the comments lol","TRUE","none","0","2019-03-13T22:25:48.000Z","2019-03-13T22:25:48.000Z","UgwSWdOuRyUMvf7ki-94AaABAg.8sDv2kmp4OY8sRHHFKSALg","UgwSWdOuRyUMvf7ki-94AaABAg",NA
"W W","https://yt3.ggpht.com/-KglWlCXe7jI/AAAAAAAAAAI/AAAAAAAAAAA/nYbA10_AtQw/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCq8UahsIDZZtRKCkNFrrRdA","UCq8UahsIDZZtRKCkNFrrRdA","jf0ZtZ8CVkk","Wholesome","Wholesome","TRUE","none","0","2019-03-13T12:37:10.000Z","2019-03-13T12:37:10.000Z","UgwSWdOuRyUMvf7ki-94AaABAg.8sDv2kmp4OY8sQDv2SreSd","UgwSWdOuRyUMvf7ki-94AaABAg",NA
"OLGMC","https://yt3.ggpht.com/-9TR-Kg01ZPI/AAAAAAAAAAI/AAAAAAAAAAA/PqTV9dDOGQM/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCqFcNgy3Q5Pb6TbY8o2D3sA","UCqFcNgy3Q5Pb6TbY8o2D3sA","jf0ZtZ8CVkk","There’s something inside us that makes us act that way when we see a camera isn’t there? <U+0001F602>","There’s something inside us that makes us act that way when we see a camera isn’t there? <U+0001F602>","TRUE","none","0","2019-03-11T04:12:54.000Z","2019-03-11T04:12:54.000Z","UgwSWdOuRyUMvf7ki-94AaABAg.8sDv2kmp4OY8sKAbuW8KRU","UgwSWdOuRyUMvf7ki-94AaABAg",NA
"obscurantist","https://yt3.ggpht.com/-AMwQbvHryfc/AAAAAAAAAAI/AAAAAAAAAAA/9g8Fg7KUi2Y/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCmr2S7QBL35ARgNAePH3Nfg","UCmr2S7QBL35ARgNAePH3Nfg","jf0ZtZ8CVkk","I didn&#39;t even notice her until you pointed her out. <br /><br />Sneak 100","I didn't even notice her until you pointed her out. 

Sneak 100","TRUE","none","4","2019-03-10T09:00:26.000Z","2019-03-10T09:00:26.000Z","UgwSWdOuRyUMvf7ki-94AaABAg.8sDv2kmp4OY8sI6j-nfIri","UgwSWdOuRyUMvf7ki-94AaABAg",NA
"Le Typ","https://yt3.ggpht.com/-nPSFSBV3Aa0/AAAAAAAAAAI/AAAAAAAAAAA/1YDex9arhY8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCK35czIlFpoHik5hh1Tm8Pw","UCK35czIlFpoHik5hh1Tm8Pw","jf0ZtZ8CVkk","<U+0001F44B><U+0001F3FB><U+0001F605> <a href=\"https://www.youtube.com/watch?v=jf0ZtZ8CVkk&amp;t=0m27s\">0:27</a>","<U+0001F44B><U+0001F3FB><U+0001F605> 0:27","TRUE","none","5","2019-03-09T19:07:01.000Z","2019-03-09T19:07:01.000Z","UgwSWdOuRyUMvf7ki-94AaABAg.8sDv2kmp4OY8sGcLoksTfZ","UgwSWdOuRyUMvf7ki-94AaABAg",NA
"Tim timmy","https://yt3.ggpht.com/-HqXL7l8OD_o/AAAAAAAAAAI/AAAAAAAAAAA/TRhhsB_andc/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCQcOgGIl8uuYp_GToDe1ajw","UCQcOgGIl8uuYp_GToDe1ajw","jf0ZtZ8CVkk","There are multiple roasterys in Europe. Italy has dark roast average coffee","There are multiple roasterys in Europe. Italy has dark roast average coffee","TRUE","none","0","2019-03-11T17:21:08.000Z","2019-03-11T17:21:08.000Z","Ugz4oTJfagEwLveWBrN4AaABAg.8sDuznv7FjK8sL_p1ckePC","Ugz4oTJfagEwLveWBrN4AaABAg",NA
"Adam Efimoff","https://yt3.ggpht.com/-4IPMLXzLqCo/AAAAAAAAAAI/AAAAAAAAAAA/a9qUllg-n3Q/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UChfmjcEIfERXzdYrf5p0pnQ","UChfmjcEIfERXzdYrf5p0pnQ","jf0ZtZ8CVkk","+Pau Asensi If only there was local coffee places","+Pau Asensi If only there was local coffee places","TRUE","none","0","2019-03-11T06:23:13.000Z","2019-03-11T06:23:13.000Z","Ugz4oTJfagEwLveWBrN4AaABAg.8sDuznv7FjK8sKPXLL6lnq","Ugz4oTJfagEwLveWBrN4AaABAg",NA
"Dara M.","https://yt3.ggpht.com/-q91ixbeLi6c/AAAAAAAAAAI/AAAAAAAAAAA/Pm_Nj9n_yak/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCHWYbq_Q5qd_pUPBbGWY14w","UCHWYbq_Q5qd_pUPBbGWY14w","jf0ZtZ8CVkk","Pau Asensi I think he/she meant the only Starbucks roastery in Europe. I think there’s one in East Asia.","Pau Asensi I think he/she meant the only Starbucks roastery in Europe. I think there’s one in East Asia.","TRUE","none","2","2019-03-10T19:12:30.000Z","2019-03-10T19:12:30.000Z","Ugz4oTJfagEwLveWBrN4AaABAg.8sDuznv7FjK8sJClvZsXjq","Ugz4oTJfagEwLveWBrN4AaABAg",NA
"Pau Asensi","https://yt3.ggpht.com/-0kqIRZmunrc/AAAAAAAAAAI/AAAAAAAAAAA/itZTExtCv3A/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC638_vSdbM3Z7RU_tH4L1cQ","UC638_vSdbM3Z7RU_tH4L1cQ","jf0ZtZ8CVkk","the only roastery in Europe? not really lol","the only roastery in Europe? not really lol","TRUE","none","3","2019-03-10T11:47:13.000Z","2019-03-10T11:47:13.000Z","Ugz4oTJfagEwLveWBrN4AaABAg.8sDuznv7FjK8sIPoY6QsoE","Ugz4oTJfagEwLveWBrN4AaABAg",NA
"Vanesa Palace","https://yt3.ggpht.com/-4h2Yu1cOu-w/AAAAAAAAAAI/AAAAAAAAAAA/eBp9nC-hFBg/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UClUrAOeCDRBI8cV705D-bsg","UClUrAOeCDRBI8cV705D-bsg","jf0ZtZ8CVkk","ronald lopez if people aren&#39;t aware of what you do in Italy does not mean he/she is not educated","ronald lopez if people aren't aware of what you do in Italy does not mean he/she is not educated","TRUE","none","2","2019-03-09T09:22:07.000Z","2019-03-09T09:22:07.000Z","Ugy3sudfC4J6uVAcJ0F4AaABAg.8sDuJxwvYi78sF_Pu_e-1A","Ugy3sudfC4J6uVAcJ0F4AaABAg",NA
"XXLYS","https://yt3.ggpht.com/-MaNnph08JxI/AAAAAAAAAAI/AAAAAAAAAAA/B4t8lcZJOUw/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCBMaVJoHLnBBa3vBtJdND2Q","UCBMaVJoHLnBBa3vBtJdND2Q","jf0ZtZ8CVkk","dolphinpuke woah who crapped in your cornflakes","dolphinpuke woah who crapped in your cornflakes","TRUE","none","14","2019-03-08T19:29:26.000Z","2019-03-08T19:29:26.000Z","Ugy3sudfC4J6uVAcJ0F4AaABAg.8sDuJxwvYi78sE57BAR42n","Ugy3sudfC4J6uVAcJ0F4AaABAg",NA
"dolphinpuke","https://yt3.ggpht.com/-W-ANiuJ1oj0/AAAAAAAAAAI/AAAAAAAAAAA/t3hGdyA8CRU/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC8htWHz5OGWdRdPNocZA6Og","UC8htWHz5OGWdRdPNocZA6Og","jf0ZtZ8CVkk","yea very ignorant on her part to say that is a tradition when really it should been common sense to her that the water is to clean her filthy lying journalist mouth","yea very ignorant on her part to say that is a tradition when really it should been common sense to her that the water is to clean her filthy lying journalist mouth","TRUE","none","5","2019-03-08T19:12:59.000Z","2019-03-08T19:12:59.000Z","Ugy3sudfC4J6uVAcJ0F4AaABAg.8sDuJxwvYi78sE3Ee-BFJ_","Ugy3sudfC4J6uVAcJ0F4AaABAg",NA
"Amethyst Studios","https://yt3.ggpht.com/-md9gYAHdDKs/AAAAAAAAAAI/AAAAAAAAAAA/0PqVC8xAOVQ/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCAZWWwkOem9-2pGi4dB1Mvg","UCAZWWwkOem9-2pGi4dB1Mvg","jf0ZtZ8CVkk","simohouston93 your English is perfect ^^","simohouston93 your English is perfect ^^","TRUE","none","11","2019-03-08T18:32:47.000Z","2019-03-08T18:32:47.000Z","Ugy3sudfC4J6uVAcJ0F4AaABAg.8sDuJxwvYi78sDzdEpnRed","Ugy3sudfC4J6uVAcJ0F4AaABAg",NA
