"authorDisplayName","authorProfileImageUrl","authorChannelUrl","authorChannelId.value","videoId","textDisplay","textOriginal","canRate","viewerRating","likeCount","publishedAt","updatedAt","id","parentId","moderationStatus"
"Abbie Pagett","https://yt3.ggpht.com/-XXNppwFvi1w/AAAAAAAAAAI/AAAAAAAAAAA/t_zlTyldXAA/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC6tUa-vjQSTqhCkDF6GNrzw","UC6tUa-vjQSTqhCkDF6GNrzw","jf0ZtZ8CVkk","That one woman at the start who waves at the camera lmao","That one woman at the start who waves at the camera lmao","TRUE","none","7","2019-03-08T18:19:12.000Z","2019-03-08T18:19:12.000Z","UgzGhz81m4gQWy_O0Cl4AaABAg",NA,NA
"Sergio Lopez","https://yt3.ggpht.com/-s7xhVg3WHH0/AAAAAAAAAAI/AAAAAAAAAAA/JS2-dNYIU1U/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC7nwGpCHsHHtMsJKlkhDPxQ","UC7nwGpCHsHHtMsJKlkhDPxQ","jf0ZtZ8CVkk","<a href=\"https://www.youtube.com/watch?v=jf0ZtZ8CVkk&amp;t=0m28s\">0:28</a>  hi bye","0:28  hi bye","TRUE","none","2","2019-03-08T18:17:24.000Z","2019-03-08T18:17:24.000Z","Ugz5PUcDCtUN2hh2uKd4AaABAg",NA,NA
"astro galaxy girl","https://yt3.ggpht.com/-ZDsZwnrkBVI/AAAAAAAAAAI/AAAAAAAAAAA/sOBf3AdlTxE/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCC0oJJfoGXN4sdypDBeB05Q","UCC0oJJfoGXN4sdypDBeB05Q","jf0ZtZ8CVkk","0 views 1 like<br /><br /><br />Can anyone explain?","0 views 1 like


Can anyone explain?","TRUE","none","1","2019-03-08T18:15:13.000Z","2019-03-08T18:15:13.000Z","Ugy4GbiMqZCaEDIgUel4AaABAg",NA,NA
"Cemcim BURGER","https://yt3.ggpht.com/-J14FlEwX5UE/AAAAAAAAAAI/AAAAAAAAAAA/b5MQ5PDW0_g/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC_tZrTCzoEZWh3wezV4oG5g","UC_tZrTCzoEZWh3wezV4oG5g","jf0ZtZ8CVkk","adamlar&#39;da birtane var ama efsane olmus. bizde 50 tane var ne boka yariyor. issizlerin gelip laptopla vakit öldürdügü mekan olmus hepsi","adamlar'da birtane var ama efsane olmus. bizde 50 tane var ne boka yariyor. issizlerin gelip laptopla vakit öldürdügü mekan olmus hepsi","TRUE","none","0","2019-03-08T18:10:37.000Z","2019-03-08T18:10:37.000Z","Ugyty9ZG0tV1l3uAJgl4AaABAg",NA,NA
"Cemcim BURGER","https://yt3.ggpht.com/-J14FlEwX5UE/AAAAAAAAAAI/AAAAAAAAAAA/b5MQ5PDW0_g/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC_tZrTCzoEZWh3wezV4oG5g","UC_tZrTCzoEZWh3wezV4oG5g","jf0ZtZ8CVkk","adamlar&#39;da birtane var ama efsane olmus. bizde 50 tane var ne boka yariyor. issizlerin gelip laptopla vakit öldürdügü mekan olmus hepsi","adamlar'da birtane var ama efsane olmus. bizde 50 tane var ne boka yariyor. issizlerin gelip laptopla vakit öldürdügü mekan olmus hepsi","TRUE","none","0","2019-03-08T18:10:18.000Z","2019-03-08T18:10:18.000Z","Ugz-9tWzogA8MYOxOF54AaABAg",NA,NA
"What's Up?","https://yt3.ggpht.com/-Rqwdd7X2Wmk/AAAAAAAAAAI/AAAAAAAAAAA/B3IArXD2SIQ/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCsNeJIm-BW7t3BCOrtrPxmQ","UCsNeJIm-BW7t3BCOrtrPxmQ","jf0ZtZ8CVkk","I think this place looks awesome but I think this video could have been condensed to half of it&#39;s time.","I think this place looks awesome but I think this video could have been condensed to half of it's time.","TRUE","none","24","2019-03-08T18:08:14.000Z","2019-03-08T18:08:14.000Z","Ugz0SAK4o1NAmWxEdeB4AaABAg",NA,NA
"Quinn Woodsworth","https://yt3.ggpht.com/-2t-hJS9uUGA/AAAAAAAAAAI/AAAAAAAAAAA/TzNsvkYw7js/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCut9gRsQp8r4jXaG7i0gmGw","UCut9gRsQp8r4jXaG7i0gmGw","jf0ZtZ8CVkk","Coffee overload!!  Best  coffee drink cappuccino the best in the world","Coffee overload!!  Best  coffee drink cappuccino the best in the world","TRUE","none","12","2019-03-08T18:00:28.000Z","2019-03-08T18:00:28.000Z","UgzkpC1lfDfOARuEpVd4AaABAg",NA,NA
"PowerMaster FTW","https://yt3.ggpht.com/-1slTXzk3pVw/AAAAAAAAAAI/AAAAAAAAAAA/OpNJZXhtq90/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCsNoXS0mP5q4TKC1cN6wPog","UCsNoXS0mP5q4TKC1cN6wPog","jf0ZtZ8CVkk","hey lady that waved at the camera at the beginning","hey lady that waved at the camera at the beginning","TRUE","none","346","2019-03-08T17:52:43.000Z","2019-03-08T17:52:43.000Z","UgwSWdOuRyUMvf7ki-94AaABAg",NA,NA
"Avery Lopez-Baines","https://yt3.ggpht.com/-wDy8dlY9m0M/AAAAAAAAAAI/AAAAAAAAAAA/ORLu2yPI2RM/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCqIYYaqu83FqbETXYPNN1Cw","UCqIYYaqu83FqbETXYPNN1Cw","jf0ZtZ8CVkk","The only one in the entirety of Italy, and the only roastery in Europe.....wow. This is beautiful, I want to go there","The only one in the entirety of Italy, and the only roastery in Europe.....wow. This is beautiful, I want to go there","TRUE","none","217","2019-03-08T17:52:11.000Z","2019-03-08T17:52:11.000Z","Ugz4oTJfagEwLveWBrN4AaABAg",NA,NA
"Monique Uranga","https://yt3.ggpht.com/-dBrDrq69Qm0/AAAAAAAAAAI/AAAAAAAAAAA/Mn2_FUn1P-M/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC87cu2fuTG8Hdm7tuMAqQng","UC87cu2fuTG8Hdm7tuMAqQng","jf0ZtZ8CVkk","kind of early!!!!","kind of early!!!!","TRUE","none","0","2019-03-08T17:51:19.000Z","2019-03-08T17:51:19.000Z","Ugxr-engMUitCQJfIlN4AaABAg",NA,NA
"simohouston93","https://yt3.ggpht.com/-y1SAyehqJbs/AAAAAAAAAAI/AAAAAAAAAAA/LTrAFdLHtkQ/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCnmOTkw2w1ouyt9L1Ze809A","UCnmOTkw2w1ouyt9L1Ze809A","jf0ZtZ8CVkk","guys, only one thing about that glass of water... it&#39;s purpose isn&#39;t to get rid of the aftertaste of the coffee, instead in Italy it&#39;s used to &quot;wash&quot; the mouth before drinking the coffee, so you can enjoy the taste of the coffee with no influence of nothing because you have a clean mouth. <br />Sorry for the bad english","guys, only one thing about that glass of water... it's purpose isn't to get rid of the aftertaste of the coffee, instead in Italy it's used to \"wash\" the mouth before drinking the coffee, so you can enjoy the taste of the coffee with no influence of nothing because you have a clean mouth. 
Sorry for the bad english","TRUE","none","196","2019-03-08T17:46:20.000Z","2019-03-08T17:46:20.000Z","Ugy3sudfC4J6uVAcJ0F4AaABAg",NA,NA
"Binh TC Nguyen","https://yt3.ggpht.com/-ZVyfRp6F5_k/AAAAAAAAAAI/AAAAAAAAAAA/o_9LX6qnbm4/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCLr45k6gabijn5nxLLK45Lw","UCLr45k6gabijn5nxLLK45Lw","jf0ZtZ8CVkk","so fancy","so fancy","TRUE","none","0","2019-03-08T17:41:25.000Z","2019-03-08T17:41:25.000Z","UgwYUOVm578Pk-x_NFp4AaABAg",NA,NA
"Crazy For Art","https://yt3.ggpht.com/-Vozf3MzeHq0/AAAAAAAAAAI/AAAAAAAAAAA/XdQtVQV8veA/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCGj2yjESyDOC1TtWvvS6ATQ","UCGj2yjESyDOC1TtWvvS6ATQ","jf0ZtZ8CVkk","What&#39;s inside india&#39;s star bucks","What's inside india's star bucks","TRUE","none","1","2019-03-08T17:36:33.000Z","2019-03-08T17:36:33.000Z","UgyYO1xtM3w3IAx6okt4AaABAg",NA,NA
"Jaden Robertson","https://yt3.ggpht.com/-BddnM1iOSWM/AAAAAAAAAAI/AAAAAAAAAAA/rkSAMgykPh0/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCCiDuMEQ4ntR4JwLW916HZg","UCCiDuMEQ4ntR4JwLW916HZg","jf0ZtZ8CVkk","<a href=\"https://www.youtube.com/watch?v=jf0ZtZ8CVkk&amp;t=0m28s\">0:28</a> who dat women waving to","0:28 who dat women waving to","TRUE","none","42","2019-03-08T17:30:40.000Z","2019-03-08T17:30:40.000Z","Ugx6QIAJDra9XrwMxjN4AaABAg",NA,NA
"Star Cherry","https://yt3.ggpht.com/--D3LkkI6o1Q/AAAAAAAAAAI/AAAAAAAAAAA/YUrfvBZcyn4/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCQUeF_lgpG8kon5FLeFMIeg","UCQUeF_lgpG8kon5FLeFMIeg","jf0ZtZ8CVkk","I would love to go there but I know that I would leave broke!","I would love to go there but I know that I would leave broke!","TRUE","none","81","2019-03-08T17:25:37.000Z","2019-03-08T17:25:37.000Z","UgwDifYePIdKlTp3A3t4AaABAg",NA,NA
"Run","https://yt3.ggpht.com/-0bBwOQ3T9FY/AAAAAAAAAAI/AAAAAAAAAAA/WZonkWbGGe4/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC6eu5VJD-R9mo4qj4JqseQw","UC6eu5VJD-R9mo4qj4JqseQw","jf0ZtZ8CVkk","mcdonalds coffee is better","mcdonalds coffee is better","TRUE","none","12","2019-03-08T17:17:52.000Z","2019-03-08T17:17:52.000Z","UgyDVpnlI3uzzn6wV3d4AaABAg",NA,NA
"Uditha Nanayakkara","https://yt3.ggpht.com/-wM7shqb4tPA/AAAAAAAAAAI/AAAAAAAAAAA/zG4btlkIMNk/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCZ5lt-FluSGozwJIGzo__WQ","UCZ5lt-FluSGozwJIGzo__WQ","jf0ZtZ8CVkk","Coffee <U+2615><U+2615><U+2615><U+2615><U+2615><U+2615>","Coffee <U+2615><U+2615><U+2615><U+2615><U+2615><U+2615>","TRUE","none","3","2019-03-08T17:17:26.000Z","2019-03-08T17:17:26.000Z","UgxKjOJJLeV7V7AO_xZ4AaABAg",NA,NA
"Chelsea Jerane Guillermo","https://yt3.ggpht.com/--1u2TNhJDCI/AAAAAAAAAAI/AAAAAAAAAAA/fRvcjHa6y1w/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCrnqt5bDZAsxVIPAIX3T2eQ","UCrnqt5bDZAsxVIPAIX3T2eQ","jf0ZtZ8CVkk","This Starbucks is STUNNING! <U+0001F60D>","This Starbucks is STUNNING! <U+0001F60D>","TRUE","none","5","2019-03-08T17:15:17.000Z","2019-03-08T17:15:17.000Z","Ugynd9y5o6lY3hZ0PYd4AaABAg",NA,NA
"Zuzu","https://yt3.ggpht.com/-P4i-6liuLzg/AAAAAAAAAAI/AAAAAAAAAAA/Cmpi7B3_ogg/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCJ2iyxO9h4I1rxlbDwgF9GQ","UCJ2iyxO9h4I1rxlbDwgF9GQ","jf0ZtZ8CVkk","This is what you&#39;ll see when you&#39;re inside a starbucks white girl&#39;s head","This is what you'll see when you're inside a starbucks white girl's head","TRUE","none","42","2019-03-08T17:08:31.000Z","2019-03-08T17:08:31.000Z","UgxqFr7AQTMoSZOR6vd4AaABAg",NA,NA
"Toronto Eats","https://yt3.ggpht.com/-3DT7pptb55A/AAAAAAAAAAI/AAAAAAAAAAA/rGsHXqAE2Us/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCeJN8_u4pOjqG1hYdDqKKSw","UCeJN8_u4pOjqG1hYdDqKKSw","jf0ZtZ8CVkk","That&#39;s one to many","That's one to many","TRUE","none","12","2019-03-08T17:08:04.000Z","2019-03-08T17:08:04.000Z","Ugx2NbOrgKvVdugNpyR4AaABAg",NA,NA
"Arian Hoque","https://yt3.ggpht.com/-aotHWw3KuhQ/AAAAAAAAAAI/AAAAAAAAAAA/G03ImEKFwUs/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCrQBqXKW_D9AHkRM62Jn8_A","UCrQBqXKW_D9AHkRM62Jn8_A","jf0ZtZ8CVkk","Apparently the guy that made starbucks was inspired by milan&#39;s coffe","Apparently the guy that made starbucks was inspired by milan's coffe","TRUE","none","8","2019-03-08T17:07:19.000Z","2019-03-08T17:07:19.000Z","UgyOfX7yNryfcH64-3p4AaABAg",NA,NA
"Lil Lol","https://yt3.ggpht.com/-hEJjiIisf8c/AAAAAAAAAAI/AAAAAAAAAAA/7ai8nvFkAnw/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCxzQZU1AwLinV37dhvNoZsw","UCxzQZU1AwLinV37dhvNoZsw","jf0ZtZ8CVkk","Ristretto, espresso, lungo..In Italy, especially in Roma, coffee is a tradition, that&#39;s why there is only one Starbucks, LOL","Ristretto, espresso, lungo..In Italy, especially in Roma, coffee is a tradition, that's why there is only one Starbucks, LOL","TRUE","none","200","2019-03-08T17:06:27.000Z","2019-03-08T20:53:14.000Z","UgzQl0qZc9bjfGLFzB14AaABAg",NA,NA
"Kitchen's Stuff","https://yt3.ggpht.com/-zu5DwIt4E1s/AAAAAAAAAAI/AAAAAAAAAAA/Q_GIzBicejU/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCAgD8PjYqnUXFb2x9jIJbng","UCAgD8PjYqnUXFb2x9jIJbng","jf0ZtZ8CVkk","Amazing!!! keep updating us,, thankss","Amazing!!! keep updating us,, thankss","TRUE","none","0","2019-03-08T17:05:49.000Z","2019-03-08T17:05:49.000Z","UgzNf53gfVuzw_IH-6t4AaABAg",NA,NA
"Lu","https://yt3.ggpht.com/-jE6tEGiChfc/AAAAAAAAAAI/AAAAAAAAAAA/3IEuciUY6oM/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCmEZ42l00bW4tr2hk11Z9Xg","UCmEZ42l00bW4tr2hk11Z9Xg","jf0ZtZ8CVkk","Starbucks!!!!~ <U+0001F60D><U+0001F60D>","Starbucks!!!!~ <U+0001F60D><U+0001F60D>","TRUE","none","0","2019-03-08T17:04:41.000Z","2019-03-08T17:04:41.000Z","UgzimdcqJLkt3RhBnY54AaABAg",NA,NA
"JHP Productions","https://yt3.ggpht.com/-Y4arFMxQ6J0/AAAAAAAAAAI/AAAAAAAAAAA/z-SBMT3pKbs/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC3tKof1Z5s-8KGsiJKAeoHA","UC3tKof1Z5s-8KGsiJKAeoHA","jf0ZtZ8CVkk","Four views and 14 likes? Someone help YouTube","Four views and 14 likes? Someone help YouTube","TRUE","none","0","2019-03-08T17:04:40.000Z","2019-03-08T17:04:40.000Z","UgxNn2RO8kWJMNXvL294AaABAg",NA,NA
"Natalie A","https://yt3.ggpht.com/-AcH9y3hsZB8/AAAAAAAAAAI/AAAAAAAAAAA/eWXXJJjgEUo/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC0Tle_2xxpegCrQZdrdB2ew","UC0Tle_2xxpegCrQZdrdB2ew","jf0ZtZ8CVkk","I not even subscribed but I got in the recommended page and the video came out 5 min ago","I not even subscribed but I got in the recommended page and the video came out 5 min ago","TRUE","none","0","2019-03-08T17:04:29.000Z","2019-03-08T17:04:29.000Z","UgwDnstcx8CyNL4Aj7V4AaABAg",NA,NA
"Chu Chu Food","https://yt3.ggpht.com/-z6U4d9fDO2g/AAAAAAAAAAI/AAAAAAAAAAA/NJN_AeKcPos/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCi8kHntQocGTQPWwPmi5mSQ","UCi8kHntQocGTQPWwPmi5mSQ","jf0ZtZ8CVkk","Hi. Im from <U+0001F1FB><U+0001F1F3>. Love cooking, too","Hi. Im from <U+0001F1FB><U+0001F1F3>. Love cooking, too","TRUE","none","16","2019-03-08T17:02:35.000Z","2019-03-08T17:02:35.000Z","Ugxo_KWq8HQHIop8rK14AaABAg",NA,NA
"-4 Subscribers with a hammer addiction","https://yt3.ggpht.com/-XrxGSVg2fRw/AAAAAAAAAAI/AAAAAAAAAAA/7qT6woOjlE8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCfpA6k464evB5_b0d_Ry1Og","UCfpA6k464evB5_b0d_Ry1Og","jf0ZtZ8CVkk","Honestly this is the only Starbucks I would go to","Honestly this is the only Starbucks I would go to","TRUE","none","520","2019-03-08T17:02:18.000Z","2019-03-08T17:02:18.000Z","Ugz45f_5AvYN49w_9nV4AaABAg",NA,NA
"Afroz Khalee,","https://yt3.ggpht.com/-VRWz5unZ7mM/AAAAAAAAAAI/AAAAAAAAAAA/-4bEzTlAo30/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC7xn8MgkzKoTbR2gFfYSk2g","UC7xn8MgkzKoTbR2gFfYSk2g","jf0ZtZ8CVkk","Also the first viewer.","Also the first viewer.","TRUE","none","1","2019-03-08T17:02:12.000Z","2019-03-08T17:02:12.000Z","UgxSdUGEBcEAO-iT_Ad4AaABAg",NA,NA
"Afroz Khalee,","https://yt3.ggpht.com/-VRWz5unZ7mM/AAAAAAAAAAI/AAAAAAAAAAA/-4bEzTlAo30/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC7xn8MgkzKoTbR2gFfYSk2g","UC7xn8MgkzKoTbR2gFfYSk2g","jf0ZtZ8CVkk","Hey I am the first one to comment.","Hey I am the first one to comment.","TRUE","none","3","2019-03-08T17:01:56.000Z","2019-03-08T17:01:56.000Z","UgyTFN7aAH5Sm09yQ594AaABAg",NA,NA
"john Devan wayne","https://yt3.ggpht.com/-_-Em7MaC4wE/AAAAAAAAAAI/AAAAAAAAAAA/h6FrGg3cU5M/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCjTKca3RW9C3FktB7MDOSmA","UCjTKca3RW9C3FktB7MDOSmA","jf0ZtZ8CVkk","NOW THAT’S SOME FANCY SH*T RIGHT THERE","NOW THAT’S SOME FANCY SH*T RIGHT THERE","TRUE","none","0","2019-03-08T17:01:55.000Z","2019-03-08T17:01:55.000Z","UgyN2ZMBivIMiMkHMqh4AaABAg",NA,NA
"Beatriz Fores","https://yt3.ggpht.com/-47Evd_vN77U/AAAAAAAAAAI/AAAAAAAAAAA/79ZV5jS6D9Y/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCFyJ2NE0FuE1X56xpbUSeDA","UCFyJ2NE0FuE1X56xpbUSeDA","jf0ZtZ8CVkk","Didnt they open the biggest Starbucks in Indonesia recently? Just a normal one, not a roastery.","Didnt they open the biggest Starbucks in Indonesia recently? Just a normal one, not a roastery.","TRUE","none","0","2019-03-09T07:03:16.000Z","2019-03-09T07:03:16.000Z","Ugy-mZmJL1GWGgYjdK94AaABAg.8sEpc4RQkJp8sFKWuHy-7T","Ugy-mZmJL1GWGgYjdK94AaABAg",NA
"Abhishek Harge","https://yt3.ggpht.com/-9jkgKPEmnxQ/AAAAAAAAAAI/AAAAAAAAAAA/o-XNobwnLxs/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCgv3ba7W-ycYX33jLueu5xA","UCgv3ba7W-ycYX33jLueu5xA","jf0ZtZ8CVkk","K LMG I was a bit flabbergasted when she said it was to get rid of the aftertaste.","K LMG I was a bit flabbergasted when she said it was to get rid of the aftertaste.","TRUE","none","0","2019-03-14T07:14:21.000Z","2019-03-14T07:14:21.000Z","UgwlLHwFB5Uyr_E-Qmh4AaABAg.8sEh0acrNT78sSDlVqGH1w","UgwlLHwFB5Uyr_E-Qmh4AaABAg",NA
"jessica a","https://yt3.ggpht.com/-MpJky07Y4Yg/AAAAAAAAAAI/AAAAAAAAAAA/hgKn1F4bIhA/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCNrqOPSpP8sSrjvykbufezA","UCNrqOPSpP8sSrjvykbufezA","jf0ZtZ8CVkk","Kennedy O’Day <U+0001F602>","Kennedy O’Day <U+0001F602>","TRUE","none","0","2019-03-12T20:44:18.000Z","2019-03-12T20:44:18.000Z","Ugwe4bOZDy41nkRQDDB4AaABAg.8sEcijWEiml8sOWs0A1_BB","Ugwe4bOZDy41nkRQDDB4AaABAg",NA
"Gegio Zani","https://yt3.ggpht.com/-Aphh3lgwUAM/AAAAAAAAAAI/AAAAAAAAAAA/mxTLAL80AeY/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UClCODhmVK1YCFxgFMu9QTlQ","UClCODhmVK1YCFxgFMu9QTlQ","jf0ZtZ8CVkk","+Raffaele Irlanda but it is shit, it&#39;s not the true coffe","+Raffaele Irlanda but it is shit, it's not the true coffe","TRUE","none","0","2019-03-13T09:55:41.000Z","2019-03-13T09:55:41.000Z","Ugyir04ogKJcgr5iYDF4AaABAg.8sEVjlyNM438sPwRELThfj","Ugyir04ogKJcgr5iYDF4AaABAg",NA
"Raffaele Irlanda","https://yt3.ggpht.com/-bL2YKyqsyvY/AAAAAAAAAAI/AAAAAAAAAAA/yb7R9YJNHZI/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCph9pCrHxDeT9NSzDdu8ieg","UCph9pCrHxDeT9NSzDdu8ieg","jf0ZtZ8CVkk","Gegio Zani Nobody force you to drink it... <U+0001F60E>","Gegio Zani Nobody force you to drink it... <U+0001F60E>","TRUE","none","0","2019-03-13T08:50:58.000Z","2019-03-13T08:50:58.000Z","Ugyir04ogKJcgr5iYDF4AaABAg.8sEVjlyNM438sPp1FVFI73","Ugyir04ogKJcgr5iYDF4AaABAg",NA
"VanGooghh","https://yt3.ggpht.com/-YsjWxSiIoZw/AAAAAAAAAAI/AAAAAAAAAAA/rJRbqozu00s/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCtjBCU8atUIUnqDn9Fy_yiQ","UCtjBCU8atUIUnqDn9Fy_yiQ","jf0ZtZ8CVkk","I would bet this milanese location costs Starbucks a fortune to run. It’s a bullshit way to convince Italian middle class consumers that their coffee is somehow special and harkens back to the old brewing culture","I would bet this milanese location costs Starbucks a fortune to run. It’s a bullshit way to convince Italian middle class consumers that their coffee is somehow special and harkens back to the old brewing culture","TRUE","none","0","2019-03-12T03:46:49.000Z","2019-03-12T03:46:49.000Z","Ugyir04ogKJcgr5iYDF4AaABAg.8sEVjlyNM438sMhQhmrKGd","Ugyir04ogKJcgr5iYDF4AaABAg",NA
"Gegio Zani","https://yt3.ggpht.com/-Aphh3lgwUAM/AAAAAAAAAAI/AAAAAAAAAAA/mxTLAL80AeY/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UClCODhmVK1YCFxgFMu9QTlQ","UClCODhmVK1YCFxgFMu9QTlQ","jf0ZtZ8CVkk","Im italian and Cafe is shit","Im italian and Cafe is shit","TRUE","none","0","2019-03-11T12:46:44.000Z","2019-03-11T12:46:44.000Z","Ugyir04ogKJcgr5iYDF4AaABAg.8sEVjlyNM438sL5QIEtv4h","Ugyir04ogKJcgr5iYDF4AaABAg",NA
"Raffaele Irlanda","https://yt3.ggpht.com/-bL2YKyqsyvY/AAAAAAAAAAI/AAAAAAAAAAA/yb7R9YJNHZI/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCph9pCrHxDeT9NSzDdu8ieg","UCph9pCrHxDeT9NSzDdu8ieg","jf0ZtZ8CVkk","Does the second one (SB2) make walking cups and Frappuccino? What&#39;s the sense of going at Milano SB1 and do not taste american real dishwash?<br />I mean if I want to taste Starbucks specialities for 3€, 3,50€, even 4,50, I must be capable to get a walky cup and enjoy an &quot;american like&quot; experience, not just sitting at table... <U+0001F923>","Does the second one (SB2) make walking cups and Frappuccino? What's the sense of going at Milano SB1 and do not taste american real dishwash?
I mean if I want to taste Starbucks specialities for 3€, 3,50€, even 4,50, I must be capable to get a walky cup and enjoy an \"american like\" experience, not just sitting at table... <U+0001F923>","TRUE","none","0","2019-03-13T07:47:34.000Z","2019-03-13T07:49:56.000Z","Ugzj_FBDFAK0yOPk1QB4AaABAg.8sEJQMA__iS8sPhlsbz4LR","Ugzj_FBDFAK0yOPk1QB4AaABAg",NA
"Raditram","https://yt3.ggpht.com/-54JkgUzBWGc/AAAAAAAAAAI/AAAAAAAAAAA/xi-ur18JdlI/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCXqe07VEUx_PD-QGv-Goiuw","UCXqe07VEUx_PD-QGv-Goiuw","jf0ZtZ8CVkk","Because normally starbucks are not what you would call &quot;proper coffee place&quot;. And in Italy with its strong local coffee culture, it is a bold move for essentially the &quot;McDonald&#39;s of coffee&quot; to open in a place where the local coffee qualities are already very high. That&#39;s why they&#39;re doing this. To differentiate from the &quot;normal starbucks&quot;.","Because normally starbucks are not what you would call \"proper coffee place\". And in Italy with its strong local coffee culture, it is a bold move for essentially the \"McDonald's of coffee\" to open in a place where the local coffee qualities are already very high. That's why they're doing this. To differentiate from the \"normal starbucks\".","TRUE","none","0","2019-03-10T10:59:49.000Z","2019-03-10T10:59:49.000Z","Ugy9HtMQrY64lCR_P0d4AaABAg.8sE8g7A9AXg8sIKOJwwwo7","Ugy9HtMQrY64lCR_P0d4AaABAg",NA
"Daffa Temiyah","https://yt3.ggpht.com/-vKjkgLSDzSc/AAAAAAAAAAI/AAAAAAAAAAA/q7wHyjwFAx8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCFep9tGxfVFK5zdBb19pMgQ","UCFep9tGxfVFK5zdBb19pMgQ","jf0ZtZ8CVkk","well tbh i don’t get why people complain so much about starbucks... just don’t go there? and i never see someone hyped about starbucks’ quality... they’re just hyped because they’re popular and everywhere...","well tbh i don’t get why people complain so much about starbucks... just don’t go there? and i never see someone hyped about starbucks’ quality... they’re just hyped because they’re popular and everywhere...","TRUE","none","4","2019-03-09T21:20:17.000Z","2019-03-09T21:20:17.000Z","Ugy9HtMQrY64lCR_P0d4AaABAg.8sE8g7A9AXg8sGrardaNa1","Ugy9HtMQrY64lCR_P0d4AaABAg",NA
